Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
REN;PTREL0AM0008;RENE;"Euronext Lisbon";EUR;2.54;2.54;2.505;2.505;"10/01/22 22:35";BST;441742;1111088.99
RENAULT;FR0000131906;RNO;"Euronext Paris";EUR;34.31;34.59;33.75;34.025;"10/01/22 17:35";CET;1564185;53402674.00
RENEWI;GB00BNR4T868;RWI;"Euronext Amsterdam";EUR;8.71;8.729;8.45;8.45;"10/01/22 17:36";CET;36243;311116.83
"RES GESTAE SOCIMI";ES0105550000;MLJDL;"Euronext Access Paris";EUR;7.00;7.00;7.00;7.00;"29/06/21 00:00";CET;-;-
RESILUX;BE0003707214;RES;"Euronext Brussels";EUR;229.00;232.00;229.00;230.00;"10/01/22 17:35";CET;2123;488180.00
"RETAIL ESTATES";BE0003720340;RET;"Euronext Brussels, Amsterdam";EUR;71.60;73.20;71.60;73.20;"10/01/22 17:35";CET;6704;487484.50
"REVIVAL EXPANSION";FR0000077232;MLREX;"Euronext Access Paris";EUR;9.94;9.94;9.94;9.94;"27/12/16 15:00";CET;3;29.82
"REWORLD MEDIA";FR0010820274;ALREW;"Euronext Growth Paris";EUR;7.30;7.35;6.93;7.11;"10/01/22 17:35";CET;142490;1014546.33
REXEL;FR0010451203;RXL;"Euronext Paris";EUR;19.00;19.05;18.325;18.43;"10/01/22 17:35";CET;724815;13424390.49
RIBER;FR0000075954;ALRIB;"Euronext Growth Paris";EUR;1.83;1.99;1.82;1.90;"10/01/22 17:35";CET;79479;153494.65
"RIVER TECH";MT0001710103;RIVER;"Euronext Growth Oslo";NOK;61.50;61.50;61.50;61.50;"10/01/22 15:11";CET;5465;336097.50
ROBERTET;FR0000039091;RBT;"Euronext Paris";EUR;975.00;975.00;961.00;962.00;"10/01/22 17:35";CET;384;370716.00
"ROBERTET CDV 87";FR0000045619;CBR;"Euronext Paris";EUR;194.00;194.00;194.00;194.00;"16/04/21 11:30";CET;1;194.00
"ROBERTET CI";FR0000045601;CBE;"Euronext Paris";EUR;900.00;961.90;900.00;961.90;"04/01/22 16:30";CET;49;44347.60
"ROCHE BOBOIS";FR0013344173;RBO;"Euronext Paris";EUR;36.00;36.50;36.00;36.50;"10/01/22 16:33";CET;664;24003.90
ROCTOOL;FR0010523167;ALROC;"Euronext Growth Paris";EUR;5.05;5.30;5.00;5.05;"10/01/22 17:35";CET;23766;122178.00
"ROCTOOL BSA 2020-2";FR0013477593;ROCBT;"Euronext Growth Paris";EUR;0.0115;0.0115;0.0115;0.0115;"27/12/21 11:34";CET;650;7.48
RODAMCO;NL0000288652;-;"Euronext Expert Market";EUR;7.40;7.40;7.40;7.40;"27/01/15 12:00";CET;2;14.80
"ROMERIKE SPAREBK";NO0010808405;ROMER;"Euronext Growth Oslo";NOK;179.00;179.00;179.00;179.00;"10/01/22 15:26";CET;29;5191.00
ROMREAL;BMG763301022;ROM;"Euronext Expand Oslo";NOK;1.98;1.98;1.98;1.98;"10/01/22 09:00";CET;21;41.58
"ROMSDAL SPAREBANK";NO0010759988;ROMSB;"Euronext Growth Oslo";NOK;130.00;130.00;130.00;130.00;"10/01/22 09:00";CET;100;13000.00
ROODMICROTEC;NL0000440477;ROOD;"Euronext Amsterdam";EUR;0.20;0.202;0.1985;0.1985;"10/01/22 16:11";CET;15381;3072.47
ROSIER;BE0003575835;ENGB;"Euronext Brussels";EUR;60.50;60.50;60.50;60.50;"24/12/21 11:32";CET;165;9982.50
"ROTHSCHILD & CO";FR0000031684;ROTH;"Euronext Paris";EUR;41.50;41.50;39.95;39.95;"10/01/22 17:35";CET;19894;809678.60
ROTON;BE0003660710;-;"Euronext Expert Market";EUR;0.52;0.52;0.52;0.52;"15/06/21 11:30";CET;251;130.52
"ROUGIER S.A.";FR0000037640;ALRGR;"Euronext Growth Paris";EUR;17.40;17.60;17.40;17.60;"26/02/18 13:46";CET;162;2843.60
ROULARTA;BE0003741551;ROU;"Euronext Brussels";EUR;18.50;18.90;18.45;18.90;"10/01/22 17:35";CET;1653;30831.65
"ROUSSELET CENTRIF.";FR0000035750;MLROU;"Euronext Access Paris";EUR;50.50;50.50;50.50;50.50;"30/12/21 11:30";CET;1;50.50
"ROYAL DUTCH SHELLA";GB00B03MLX29;RDSA;"Euronext Amsterdam";EUR;20.85;21.115;20.66;20.73;"10/01/22 17:38";CET;13329625;278218491.29
"ROYAL DUTCH SHELLB";GB00B03MM408;RDSB;"Euronext Amsterdam";EUR;20.85;21.10;20.65;20.65;"10/01/22 17:35";CET;95505;1995888.00
"RSR SINGULAR";ES0105505004;MLRSR;"Euronext Access Lisbon";EUR;-;-;-;-;-;BST;-;-
RUBIS;FR0013269123;RUI;"Euronext Paris";EUR;27.99;28.19;27.81;28.06;"10/01/22 17:35";CET;279483;7837607.26
"RYANAIR HOLD. PLC";IE00BYTBXV33;RYA;"Euronext Dublin";EUR;16.95;17.325;16.70;16.855;"10/01/22 21:04";IST;3245635;55077674.75
"S.CLUBE BRAGA";PTSCB0AM0001;SCB;"Euronext Access Lisbon";EUR;9.00;9.00;8.80;8.80;"07/01/22 21:30";BST;20;178.00
S.E.B.;FR0000121709;SK;"Euronext Paris";EUR;138.30;139.10;136.50;136.60;"10/01/22 17:37";CET;29437;4034652.60
SAFE;FR0013467123;ALSAF;"Euronext Growth Paris";EUR;0.286;0.286;0.273;0.276;"10/01/22 17:22";CET;240581;66872.00
SAFRAN;FR0000073272;SAF;"Euronext Paris";EUR;112.00;114.48;111.66;112.64;"10/01/22 17:35";CET;619374;69941229.98
"SAGA PURE";NO0010572589;SAGA;"Oslo B�rs";NOK;3.345;3.345;3.17;3.185;"10/01/22 16:25";CET;2564524;8301090.84
"SAINT GOBAIN";FR0000125007;SGO;"Euronext Paris, Amsterdam, Brussels";EUR;65.00;65.16;62.96;63.60;"10/01/22 17:35";CET;1436890;91528341.95
"SAINT JEAN GROUPE";FR0000060121;SABE;"Euronext Paris";EUR;22.60;24.40;22.60;24.40;"10/01/22 16:30";CET;15;342.60
SALMAR;NO0010310956;SALM;"Oslo B�rs";NOK;602.40;603.80;584.80;586.60;"10/01/22 16:25";CET;108960;64311189.80
"SALMON EVOLUTION";NO0010892094;SALME;"Oslo B�rs";NOK;8.33;8.42;8.17;8.33;"10/01/22 16:25";CET;564344;4682121.77
"SALMONES CAMANCH";CL0002409135;SACAM;"Oslo B�rs";NOK;36.00;36.10;36.00;36.10;"10/01/22 09:34";CET;202;7292.00
SAMSE;FR0000060071;SAMS;"Euronext Paris";EUR;201.00;207.00;201.00;203.00;"10/01/22 15:46";CET;533;108513.00
"SANDNES SPAREBANK";NO0006001007;SADG;"Oslo B�rs";NOK;102.50;104.00;102.50;104.00;"10/01/22 16:10";CET;2015;208992.50
SANOFI;FR0000120578;SAN;"Euronext Paris";EUR;88.50;89.39;88.10;88.85;"10/01/22 17:36";CET;1641843;145895628.08
"SANOFI NV22";FR0014006T94;SANNV;"Euronext Paris";EUR;85.30;85.30;84.60;84.60;"07/01/22 16:30";CET;40;3405.00
SAPMER;FR0010776617;ALMER;"Euronext Growth Paris";EUR;8.40;8.40;8.40;8.40;"10/01/22 11:30";CET;8;67.20
"SARTORIUS STED BIO";FR0013154002;DIM;"Euronext Paris";EUR;420.00;420.00;393.70;394.40;"10/01/22 17:35";CET;76812;30679962.00
"SAS AB";SE0003366871;SASNO;"Oslo B�rs";NOK;1.40;1.4845;1.40;1.424;"10/01/22 16:25";CET;4006703;5797592.40
SATS;NO0010863285;SATS;"Oslo B�rs";NOK;20.70;20.70;20.00;20.30;"10/01/22 16:25";CET;408267;8371589.93
SAVENCIA;FR0000120107;SAVE;"Euronext Paris";EUR;62.20;62.20;61.60;62.00;"10/01/22 17:35";CET;943;58195.40
"SAVONNERIE NYONS";FR0013155975;MLSDN;"Euronext Access Paris";EUR;36.20;36.20;36.20;36.20;"10/01/22 16:32";CET;50;1810.00
SBANKEN;NO0010739402;SBANK;"Oslo B�rs";NOK;94.50;94.50;93.80;93.90;"10/01/22 16:25";CET;5791;544120.70
"SBM OFFSHORE";NL0000360618;SBMO;"Euronext Amsterdam";EUR;13.715;13.75;13.545;13.675;"10/01/22 17:35";CET;254288;3471429.41
SBT;FR0004175222;MLSBT;"Euronext Access Paris";EUR;5.70;5.75;5.70;5.75;"22/12/21 16:30";CET;179;1020.35
SCANA;NO0003053308;SCANA;"Oslo B�rs";NOK;1.49;1.496;1.42;1.47;"10/01/22 16:11";CET;633993;920110.35
"SCANDINAVIAN HOUSE";CH0220529603;MLSHD;"Euronext Access Paris";EUR;17.51;17.51;17.51;17.51;"13/05/16 15:00";CET;500;8755.00
SCATEC;NO0010715139;SCATC;"Oslo B�rs";NOK;141.05;141.65;137.00;137.00;"10/01/22 16:25";CET;439223;60998966.55
SCBSM;FR0006239109;CBSM;"Euronext Paris";EUR;9.90;9.90;9.90;9.90;"10/01/22 09:00";CET;2;19.80
SCEMI;FR0010972091;MLCMI;"Euronext Access Paris";EUR;6.40;6.40;6.40;6.40;"10/01/22 11:30";CET;12;76.80
"SCHEERD.V KERCHOVE";BE0012378593;SCHD;"Euronext Brussels";EUR;635.00;690.00;635.00;690.00;"05/01/22 16:30";CET;6;3865.00
"SCHIBSTED SER. A";NO0003028904;SCHA;"Oslo B�rs";NOK;328.90;328.90;311.00;311.00;"10/01/22 16:25";CET;227125;71663019.40
"SCHIBSTED SER. B";NO0010736879;SCHB;"Oslo B�rs";NOK;294.40;294.40;279.80;279.80;"10/01/22 16:25";CET;191951;54122269.00
SCHLUMBERGER;AN8068571086;SLB;"Euronext Paris";EUR;30.55;31.30;30.45;30.80;"10/01/22 17:35";CET;48037;1482523.00
"SCHNEIDER ELECTRIC";FR0000121972;SU;"Euronext Paris";EUR;168.60;168.64;160.70;160.70;"10/01/22 17:38";CET;1272732;206847096.52
"SCHOBRUNN PARIS";FR0010961920;MLSCH;"Euronext Access Paris";EUR;25.00;27.40;25.00;27.40;"29/09/21 16:30";CET;27;677.40
"SCIENTIA SCHOOL";ES0105592002;MLSCI;"Euronext Access Paris";EUR;4.65;4.65;4.65;4.65;"21/12/21 11:30";CET;1543;7174.95
"SCOR SE";FR0010411983;SCR;"Euronext Paris";EUR;28.37;28.55;28.14;28.35;"10/01/22 17:35";CET;308537;8746995.86
SCR-SIBELCO;BE0944264663;-;"Euronext Expert Market";EUR;5400.00;5400.00;5400.00;5400.00;"04/01/22 11:30";CET;48;259200.00
"SD STAND DRILLING";CY0101550917;SDSD;"Oslo B�rs";NOK;1.372;1.39;1.332;1.332;"10/01/22 16:29";CET;1655391;2230616.20
"SEABIRD EXPLORAT";CY0101162119;GEG;"Oslo B�rs";NOK;3.59;3.895;3.54;3.895;"10/01/22 16:25";CET;155537;563253.28
SEADRILL;BMG7998G1069;SDRL;"Oslo B�rs";NOK;1.36;1.418;1.29;1.312;"10/01/22 16:18";CET;937775;1233658.84
"SEAWAY 7";NO0010893803;SEAW7;"Euronext Growth Oslo";NOK;16.26;16.26;15.02;15.30;"10/01/22 16:26";CET;57775;888040.94
"SECHE ENVIRONNEM.";FR0000039109;SCHP;"Euronext Paris";EUR;66.50;66.80;65.20;66.00;"10/01/22 17:35";CET;4680;309525.80
"SEGRO PLC";GB00B5ZN1N88;SGRO;"Euronext Paris";EUR;11.30;11.30;11.30;11.30;"07/04/21 13:45";CET;500;5650.00
"SEIF SPA";IT0005353484;ALSEI;"Euronext Growth Paris";EUR;0.545;0.545;0.545;0.545;"10/01/22 09:00";CET;1;0.55
SELCODIS;FR0000065492;SLCO;"Euronext Paris";EUR;0.29;0.29;0.29;0.29;"25/03/09 00:00";CET;2074;601.00
SELECTIRENTE;FR0004175842;SELER;"Euronext Paris";EUR;96.50;96.50;96.50;96.50;"10/01/22 14:23";CET;61;5886.50
"SELF STORAGE GROUP";NO0010781206;SSG;"Oslo B�rs";NOK;35.80;36.90;35.80;36.30;"10/01/22 16:25";CET;25636;933406.70
"SELVAAG BOLIG";NO0010612450;SBO;"Oslo B�rs";NOK;52.20;53.10;51.80;52.80;"10/01/22 16:25";CET;50229;2642280.10
SEMAPA;PTSEM0AM0004;SEM;"Euronext Lisbon";EUR;11.84;11.84;11.62;11.70;"10/01/22 22:35";BST;16129;189500.62
"SEMPLICEMENTE SpA";IT0005072811;MLSMP;"Euronext Access Paris";EUR;0.81;0.81;0.81;0.81;"05/08/16 15:00";CET;100;81.00
SENSORION;FR0012596468;ALSEN;"Euronext Growth Paris";EUR;1.898;1.91;1.708;1.744;"10/01/22 17:35";CET;110642;199117.52
"SEQUA PETROLEUM NV";NL0010623518;MLSEQ;"Euronext Access Paris";EUR;0.0065;0.0065;0.0065;0.0065;"10/01/22 11:30";CET;101;0.66
"SEQUANA MEDICAL";BE0974340722;SEQUA;"Euronext Brussels";EUR;7.30;7.30;7.22;7.24;"10/01/22 17:19";CET;1776;12892.24
"SERGEFERRARI GROUP";FR0011950682;SEFER;"Euronext Paris";EUR;13.26;13.26;12.60;12.64;"10/01/22 17:35";CET;13651;175753.06
"SERMA GROUP";FR0000073728;ALSER;"Euronext Growth Paris";EUR;396.00;396.00;396.00;396.00;"07/01/22 11:30";CET;1;396.00
SES;LU0088087324;SESG;"Euronext Paris";EUR;7.26;7.344;7.224;7.272;"10/01/22 17:35";CET;439203;3197750.16
"SES IMAGOTAG";FR0010282822;SESL;"Euronext Paris";EUR;76.00;76.00;68.30;68.30;"10/01/22 17:35";CET;14644;1032536.20
SETTLEMENTS;BE0974261902;STTL;"Euronext Growth Brussels";USD;13.52;13.52;13.52;13.52;"24/03/17 15:30";CET;15000;202800.00
"SHELF DRILLING";KYG236271055;SHLF;"Oslo B�rs";NOK;8.90;9.26;8.11;8.23;"10/01/22 16:25";CET;226003;1953409.88
SHOWROOMPRIVE;FR0013006558;SRP;"Euronext Paris";EUR;2.10;2.115;1.992;2.00;"10/01/22 17:37";CET;350368;717547.21
SHURGARD;LU1883301340;SHUR;"Euronext Brussels";EUR;56.10;56.10;53.20;53.30;"10/01/22 17:35";CET;36166;1944426.10
SIDETRADE;FR0010202606;ALBFR;"Euronext Growth Paris";EUR;168.50;168.50;158.00;159.00;"10/01/22 17:35";CET;904;146182.50
"SIEM OFFSHORE";KYG812291253;SIOFF;"Oslo B�rs";NOK;3.67;3.70;3.40;3.50;"10/01/22 16:25";CET;695449;2477178.81
SIEMENS;DE0007236101;SIA;"Traded not listed Brussels";EUR;151.86;151.86;147.90;147.90;"10/01/22 16:36";CET;686;102284.56
"SIF HOLDING";NL0011660485;SIFG;"Euronext Amsterdam";EUR;12.00;12.00;11.52;11.64;"10/01/22 17:35";CET;23797;278612.42
"SIGNAUX GIROD";FR0000060790;ALGIR;"Euronext Growth Paris";EUR;15.05;15.05;15.00;15.00;"10/01/22 13:22";CET;26;390.40
"SIGNIFY NV";NL0011821392;LIGHT;"Euronext Amsterdam";EUR;45.52;45.54;43.02;43.43;"10/01/22 17:37";CET;418230;18290217.45
SII;FR0000074122;SII;"Euronext Paris";EUR;45.60;45.60;42.90;43.60;"10/01/22 17:35";CET;21173;934053.10
"SIKRI HOLDING";NO0010881717;SIKRI;"Euronext Growth Oslo";NOK;107.00;108.00;105.00;105.50;"10/01/22 14:44";CET;3097;327956.00
SILC;FR0010679365;MLSIL;"Euronext Access Paris";EUR;0.416;0.416;0.416;0.416;"22/03/21 16:30";CET;150;62.40
SIMAT;CI0000000832;MLMAT;"Euronext Access Paris";EUR;2.20;2.20;2.20;2.20;"13/11/19 11:30";CET;10;22.00
SIMINANS;BE0016250517;-;"Euronext Expert Market";EUR;23.40;23.40;23.40;23.40;"05/10/21 11:30";CET;32;748.80
SIPEF;BE0003898187;SIP;"Euronext Brussels";EUR;57.40;57.40;56.70;56.90;"10/01/22 17:35";CET;4176;237827.60
"SKANDIA GREENPOWER";NO0010931207;SKAND;"Euronext Growth Oslo";NOK;8.20;8.209;8.05;8.209;"10/01/22 09:48";CET;10250;83489.75
"SKITUDE HOLDING";NO0010781560;SKI;"Euronext Growth Oslo";NOK;2.48;2.48;2.25;2.25;"10/01/22 16:19";CET;329016;770122.86
"SKUE SPAREBANK";NO0006001809;SKUE;"Oslo B�rs";NOK;218.00;220.00;216.00;220.00;"10/01/22 16:19";CET;458;99346.00
"SLIGRO FOOD GROUP";NL0000817179;SLIGR;"Euronext Amsterdam";EUR;21.45;21.45;21.15;21.45;"10/01/22 17:35";CET;32643;695302.95
SMALTO;FR0011131788;MLSML;"Euronext Access Paris";EUR;0.013;0.013;0.01;0.01;"10/01/22 16:30";CET;50440;643.89
"SMALTO BSA";FR0010649228;SMLBS;"Euronext Access Paris";EUR;0.04;0.04;0.04;0.04;"27/12/16 15:30";CET;115298;4611.92
SMARTCRAFT;NO0011008971;SMCRT;"Oslo B�rs";NOK;21.50;21.50;20.235;20.235;"10/01/22 16:25";CET;41225;859097.77
"SMARTOPTICS GROUP";NO0011012502;SMOP;"Euronext Growth Oslo";NOK;10.70;11.002;10.60;11.00;"10/01/22 16:25";CET;549777;5945537.48
"SMARTPHOTO GROUP";BE0974323553;SMAR;"Euronext Brussels";EUR;32.90;32.90;32.40;32.90;"10/01/22 16:22";CET;161;5229.00
SMCP;FR0013214145;SMCP;"Euronext Paris";EUR;7.415;7.475;7.235;7.235;"10/01/22 17:35";CET;164071;1205606.55
SMTPC;FR0004016699;SMTPC;"Euronext Paris";EUR;27.70;28.30;27.70;27.80;"10/01/22 17:35";CET;6567;183245.30
"SMURFIT KAPPA GP";IE00B1RR8406;SK3;"Euronext Dublin";EUR;49.95;49.95;48.40;49.08;"10/01/22 21:05";IST;499414;24439968.43
"SNCB/NMBS -Jce/Gen";BE0010621481;-;"Euronext Expert Market";EUR;0.09;0.09;0.09;0.09;"15/06/21 11:30";CET;265;23.85
SNOWWORLD;NL0010627865;SNOW;"Euronext Amsterdam";EUR;13.30;13.30;13.30;13.30;"10/01/22 09:00";CET;2;26.60
"SOC FRANC CASINOS";FR0010209809;SFCA;"Euronext Paris";EUR;1.51;1.51;1.51;1.51;"10/01/22 11:31";CET;1000;1510.00
"SOCIETE GENERALE";FR0000130809;GLE;"Euronext Paris";EUR;33.365;33.49;33.00;33.015;"10/01/22 17:36";CET;3900334;129323855.85
SOCLINPAR;QX0000022625;-;"Euronext Expert Market";EUR;21.78;21.78;21.78;21.78;"29/11/16 11:30";CET;14;304.92
SODEXO;FR0000121220;SW;"Euronext Paris";EUR;80.30;81.96;79.76;80.66;"10/01/22 17:35";CET;227696;18417933.54
SODITECH;FR0000078321;SEC;"Euronext Paris";EUR;0.83;0.83;0.83;0.83;"10/01/22 11:30";CET;300;249.00
SOFINA;BE0003717312;SOF;"Euronext Brussels";EUR;418.40;418.60;399.20;400.80;"10/01/22 17:35";CET;26381;10660285.80
SOFTIMAT;BE0003773877;SOFT;"Euronext Growth Brussels";EUR;2.50;2.50;2.50;2.50;"10/01/22 16:30";CET;2225;5562.50
"SOFTOX SOLUTIONS";NO0010811961;SOFTX;"Euronext Growth Oslo";NOK;51.10;53.90;50.60;50.80;"10/01/22 16:25";CET;57051;2953171.30
SOGECLAIR;FR0000065864;SOG;"Euronext Paris";EUR;24.90;24.90;24.50;24.80;"10/01/22 16:13";CET;163;4037.90
"SOGN SPAREBANK";NO0006000603;SOGN;"Oslo B�rs";NOK;171.00;184.00;171.00;176.00;"10/01/22 16:18";CET;3785;662333.00
SOITEC;FR0013227113;SOI;"Euronext Paris";EUR;206.80;206.80;198.30;202.00;"10/01/22 17:35";CET;97569;19684436.10
"SOLOCAL GROUP";FR00140006O9;LOCAL;"Euronext Paris";EUR;1.4098;1.562;1.4074;1.4828;"10/01/22 17:35";CET;1420652;2126918.55
"SOLON EIENDOM";NO0003106700;SOLON;"Oslo B�rs";NOK;43.90;44.10;43.90;44.00;"10/01/22 16:25";CET;59861;2633744.10
"SOLSTAD OFFSHORE";NO0003080608;SOFF;"Oslo B�rs";NOK;6.99;6.99;6.40;6.40;"10/01/22 16:28";CET;786691;5227010.19
"SOLUTIONS 30 SE";FR0013379484;S30;"Euronext Paris";EUR;6.73;6.805;6.37;6.405;"10/01/22 17:35";CET;1544212;10029669.09
"SOLVAC NOM(RETAIL)";BE0003545531;SOLV;"Euronext Brussels";EUR;116.00;118.50;115.50;117.50;"10/01/22 16:38";CET;1533;179627.50
SOLVAY;BE0003470755;SOLB;"Euronext Brussels, Paris";EUR;106.50;106.80;105.55;105.85;"10/01/22 17:36";CET;193449;20509492.95
"SOLVAY (CP 41)";BE0099887748;-;"Euronext Expert Market";EUR;48.00;48.00;48.00;48.00;"30/05/17 11:30";CET;2;96.00
"SOMFY SA";FR0013199916;SO;"Euronext Paris";EUR;171.40;173.40;168.20;171.00;"10/01/22 17:35";CET;11434;1952189.20
SONAE;PTSON0AM0001;SON;"Euronext Lisbon";EUR;1.03;1.038;1.026;1.031;"10/01/22 22:35";BST;3361196;3471098.48
SONAECOM,SGPS;PTSNC0AM0006;SNC;"Euronext Lisbon";EUR;1.655;1.655;1.655;1.655;"10/01/22 20:56";BST;200;331.00
SONAGI;PTSNG0AM0007;SNG;"Euronext Access Lisbon";EUR;4.14;4.14;4.14;4.14;"20/12/21 16:30";BST;1;4.14
"SONANS HOLDING";NO0010927288;SOHO;"Euronext Growth Oslo";NOK;46.505;48.50;46.005;47.00;"10/01/22 16:25";CET;2229;105413.43
"SOPRA STERIA GROUP";FR0000050809;SOP;"Euronext Paris";EUR;155.90;155.90;152.00;152.40;"10/01/22 17:35";CET;25330;3877711.00
SPAC;FR0011277391;FPN;"Euronext Paris";EUR;0.032;0.032;0.0308;0.0308;"10/01/22 17:23";CET;185077;5736.09
SPADEL;BE0003798155;SPA;"Euronext Brussels";EUR;177.00;177.00;177.00;177.00;"05/01/22 11:30";CET;1;177.00
"SPARBNK 68 GR NORD";NO0010887110;SB68;"Euronext Growth Oslo";NOK;183.20;183.20;183.20;183.20;"07/01/22 15:37";CET;3;549.60
"SPAREBANK 1 SMN";NO0006390301;MING;"Oslo B�rs";NOK;152.00;152.00;149.00;149.00;"10/01/22 16:25";CET;129708;19429466.40
"SPAREBANK 1 SR-BK";NO0010631567;SRBNK;"Oslo B�rs";NOK;136.00;136.90;135.10;135.80;"10/01/22 16:25";CET;163867;22272919.80
"SPAREBANK 1 S�R�";NO0006000207;SOON;"Oslo B�rs";NOK;66.00;66.00;65.20;65.20;"10/01/22 16:25";CET;30483;1997030.60
"SPAREBANKEN M�RE";NO0006390004;MORG;"Oslo B�rs";NOK;470.00;473.00;464.00;473.00;"10/01/22 16:25";CET;6302;2946506.00
"SPAREBANKEN S�R";NO0006001502;SOR;"Oslo B�rs";NOK;147.00;149.50;147.00;149.50;"10/01/22 16:17";CET;8505;1260039.00
"SPAREBANKEN VEST";NO0006000900;SVEG;"Oslo B�rs";NOK;104.60;105.00;103.60;104.20;"10/01/22 16:25";CET;72475;7566350.80
"SPAREBANKEN �ST";NO0006222009;SPOG;"Oslo B�rs";NOK;58.40;58.80;58.00;58.80;"10/01/22 16:25";CET;25021;1465670.80
SPARTOO;FR00140043Y1;ALSPT;"Euronext Growth Paris";EUR;3.79;3.79;3.665;3.665;"10/01/22 16:15";CET;2714;10180.21
"SPBK 1 NORDM�RE";NO0010691660;SNOR;"Oslo B�rs";NOK;133.00;135.00;133.00;135.00;"10/01/22 16:19";CET;6308;844813.00
"SPBK 1 �STLANDET";NO0010751910;SPOL;"Oslo B�rs";NOK;150.00;151.40;148.00;151.40;"10/01/22 16:25";CET;24384;3663076.20
"SPBK1 HELGELAND";NO0010029804;HELG;"Oslo B�rs";NOK;135.00;135.00;134.00;135.00;"10/01/22 15:14";CET;15376;2070558.00
"SPBK1 NORD-NORGE";NO0006000801;NONG;"Oslo B�rs";NOK;113.00;113.80;112.60;113.00;"10/01/22 16:29";CET;123569;13989314.80
"SPBK1 RINGERIKE";NO0006390400;RING;"Oslo B�rs";NOK;338.00;338.00;338.00;338.00;"10/01/22 13:16";CET;467;157846.00
"SPBK1 �STFOLD AKE";NO0010285562;SOAG;"Oslo B�rs";NOK;348.00;350.00;346.00;350.00;"10/01/22 15:35";CET;26210;9201760.00
"SPEED RABBIT PIZZA";FR0000054371;MLSRP;"Euronext Access Paris";EUR;4.52;4.52;4.52;4.52;"04/01/22 16:30";CET;3;13.56
SPIE;FR0012757854;SPIE;"Euronext Paris";EUR;23.36;23.46;22.94;23.02;"10/01/22 17:35";CET;1157005;26751397.39
SPINEGUARD;FR0011464452;ALSGD;"Euronext Growth Paris";EUR;1.25;1.288;1.176;1.212;"10/01/22 17:35";CET;929004;1141703.71
"SPINEGUARD BS";FR0014003UB4;SGDBS;"Euronext Growth Paris";EUR;0.0241;0.0256;0.0241;0.0256;"10/01/22 15:32";CET;8980;229.53
SPINEWAY;FR0011398874;ALSPW;"Euronext Growth Paris";EUR;0.0008;0.0009;0.0008;0.0008;"10/01/22 17:35";CET;86488080;72544.44
SPORTING;PTSCP0AM0001;SCP;"Euronext Lisbon";EUR;0.88;0.88;0.84;0.84;"10/01/22 21:30";BST;32;27.12
"SPR1 ORD SHARES";NL0015000NM7;SPR1;"Euronext Amsterdam";EUR;10.00;10.00;10.00;10.00;"29/12/21 17:29";CET;40;400.00
"SPR1T TREAS SHARES";NL0015000NL9;SPR1T;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"SPR1W WARRANTS";NL0015000NK1;SPR1W;"Euronext Amsterdam";EUR;0.42;0.55;0.42;0.55;"12/11/21 15:19";CET;52027;22114.85
SQLI;FR0011289040;SQI;"Euronext Paris";EUR;30.70;30.80;30.70;30.70;"10/01/22 16:45";CET;3146;96667.20
"ST DUPONT";FR0000054199;DPT;"Euronext Paris";EUR;0.1405;0.141;0.14;0.1405;"10/01/22 17:23";CET;1411501;197618.54
"ST GOBAIN IMB";BE0003279784;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-
ST-PIETERS-LEEUW;BE0014199377;-;"Euronext Expert Market";EUR;15.18;15.18;15.18;15.18;"18/02/20 11:30";CET;2;30.36
"STATT TORSK";NO0010775844;STATT;"Euronext Growth Oslo";NOK;2.599;2.599;2.411;2.46;"10/01/22 16:20";CET;138411;340052.75
STEF;FR0000064271;STF;"Euronext Paris";EUR;101.20;101.20;99.10;100.20;"10/01/22 17:35";CET;1398;139807.90
"STELLANTIS NV";NL00150001Q9;STLA;"Euronext Paris";EUR;18.168;18.27;17.818;17.88;"10/01/22 17:35";CET;2200951;39654012.79
"STERN GROEP";NL0000336303;STRN;"Euronext Amsterdam";EUR;18.05;18.15;17.80;17.80;"10/01/22 17:35";CET;2630;47443.60
STMICROELECTRONICS;NL0000226223;STM;"Euronext Paris";EUR;45.075;45.115;42.175;42.43;"10/01/22 17:37";CET;3209322;138559904.93
STOLT-NIELSEN;BMG850801025;SNI;"Oslo B�rs";NOK;138.00;141.00;136.20;136.60;"10/01/22 16:25";CET;12452;1723870.20
STOREBRAND;NO0003053605;STB;"Oslo B�rs";NOK;94.38;95.48;94.26;94.92;"10/01/22 16:29";CET;1757258;166936218.80
"STRADIM ESPAC.FIN";FR0000074775;ALSAS;"Euronext Growth Paris";EUR;7.15;7.15;7.15;7.15;"10/01/22 11:30";CET;165;1179.75
STREAMWIDE;FR0010528059;ALSTW;"Euronext Growth Paris";EUR;31.80;31.80;30.90;31.30;"10/01/22 17:35";CET;197;6133.00
"STREIT MECANIQUE";FR0000063976;MLSTR;"Euronext Access Paris";EUR;6.50;6.50;6.50;6.50;"06/01/22 11:30";CET;47;305.50
STRONGPOINT;NO0010098247;STRO;"Oslo B�rs";NOK;25.50;25.50;23.40;23.90;"10/01/22 16:25";CET;78109;1895724.80
